#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-03-12T09:08:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e694b4935b2	
#INFO	-out.max=unlimited	
#INFO	queryParameters=30	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/633/A53&tab:{J/A+A/633/A53/tceclass}&key:source=J/A+A/633/A53&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/633/A53/tceclass
#-order=I
#-out=recno
#-out=Name
#-out=Pplavall
#-out=Tdepth
#-out=Tdur
#-out=Tepoch
#-out=Tperiod
#-out=Sector
#-out=TIC
#-out=[M/H]
#-out=Teff
#-out=Tmag
#-out=Dist
#-out=logg
#-out=Mass
#-out=pmDE
#-out=pmRA*
#-out=RAJ2000
#-out=DEJ2000
#-out=rad
#-out=rho
#

#RESOURCE=yCat_36330053
#Name: J/A+A/633/A53
#Title: TESS planet candidates classification (Osborn+, 2020)
#Table	J_A_A_633_A53_tceclass:
#Name: J/A+A/633/A53/tceclass
#Title: Class probability estimates for each Threshold Crossing Event (TCE) (Tables A1 and A2)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(A18)	Unique Threshold Crossing Event (TCE) identifier, in the form TID_ndet_sector (IDTCE)	[ucd=meta.id;instr.sensitivity]
#Column	Pplavall	(F5.3)	Planet class probability (mean average over all 2-,3- & 4-class models) (pl_av_all)	[ucd=stat.fit.goodness]
#Column	Tdepth	(I6)	TCE Depth (TDEPTH)	[ucd=phot.flux.density;arith.ratio]
#Column	Tdur	(F7.3)	TCE Duration (TDUR)	[ucd=time.duration]
#Column	Tepoch	(F7.3)	Epoch of first transit (BJD-2454833.0) (TEPOCH)	[ucd=time.epoch]
#Column	Tperiod	(F7.3)	TCE Period (TPERIOD)	[ucd=time.period]
#Column	Sector	(I2)	TESS sector (1-4, 99=multi-sector) (sector)	[ucd=meta.code]
#Column	TIC	(I9)	Tess ID (from Tess input catalogue) (TID)	[ucd=meta.id]
#Column	[M/H]	(F7.3)	? Target star Metallicity (MH)	[ucd=meta.id;meta.main]
#Column	Teff	(F8.2)	? Target star effective surface temperature (Teff)	[ucd=meta.id]
#Column	Tmag	(F7.3)	Target star Tess magnitude (Tmag)	[ucd=phot.mag;em.opt]
#Column	Dist	(F13.6)	? Target star distance (d)	[ucd=pos.distance]
#Column	logg	(F9.6)	? Target star log surface gravity (logg)	[ucd=meta.id]
#Column	Mass	(F9.6)	? Target star mass in solar masses (mass)	[ucd=meta.id]
#Column	pmDE	(F11.6)	? Target star proper motion in declination (pmDEC)	[ucd=pos.pm;pos.eq.dec]
#Column	pmRA*	(F11.6)	? Target star proper motion in RA, pmRA*cosDE (pmRA)	[ucd=pos.pm;pos.eq.ra]
#Column	RAJ2000	(F10.6)	Target star right ascension (J2000) (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Target star declination (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	rad	(F9.6)	? Target star radii in solar radius (rad)	[ucd=meta.id]
#Column	rho	(F9.6)	? Target star density scaled to solar density (rho)	[ucd=phys.density]
#recno	Name	Pplavall	Tdepth	Tdur	Tepoch	Tperiod	Sector	TIC	[M/H]	Teff	Tmag	Dist	logg	Mass	pmDE	pmRA*	RAJ2000	DEJ2000	rad	rho
# 	 	 	ppm	h	d	d	 	 	[-]	K	mag	pc	[cm/s2]	Msun	mas/yr	mas/yr	deg	deg	Rsun	Sun
#--------	------------------	-----	------	-------	-------	-------	--	---------	-------	--------	-------	-------------	---------	---------	-----------	-----------	----------	----------	---------	---------
     340	000220474209_01_03	0.069	 22850	  2.131	1386.66	  0.980	 3	220474209	       	 5843.00	 10.280	   189.208000	 4.333250	 1.054176	  58.330000	  23.830000	 75.384904	-59.512800	 1.158900	 0.677286
     341	000055524055_01_04	0.068	 50110	  2.456	1411.49	  2.650	 4	 55524055	  0.139	 4978.42	 11.706	   156.851000	 4.553370	 0.843754	  30.087000	  36.326500	 72.053189	-63.695531	 0.792556	 1.694830
     342	000232063593_01_01	0.068	 17150	  1.218	1325.68	  1.235	 1	232063593	       	 6440.00	  9.403	   185.782000	 4.231820	 1.302994	  -5.200000	  20.900000	339.716046	-60.652473	 1.448030	 0.429154
     343	000279052786_00_99	0.068	   910	  5.927	1349.63	 44.244	99	279052786	 -0.028	 5410.43	 10.492	   188.556000	 4.389710	 0.957094	 -37.800000	   0.400000	102.192075	-58.105798	 1.022450	 0.895411
     344	000347545091_03_04	0.067	106690	 10.447	1413.96	  4.391	 4	347545091	       	 4706.00	  9.667	   277.670200	 3.177840	 0.752409	  -4.700110	  -0.100594	 44.840348	  3.275752	 4.338990	 1.592310
     345	000201883033_00_99	0.066	  3170	  9.487	1363.93	 38.407	99	201883033	       	 3882.00	  7.796	    16.526194	         	 0.600232	  23.800000	 -17.900000	 39.754884	-58.187175	 0.612486	 2.612350
     346	000150066631_01_99	0.065	   250	  0.505	1325.39	  0.240	99	150066631	       	 7121.00	  8.636	   201.613000	 4.034390	 1.583580	  17.800000	  -9.500000	 91.494495	-65.307132	 2.003740	 0.196841
     347	000204497617_01_01	0.065	 27570	  3.276	1326.74	  1.589	 1	204497617	       	 6461.00	 11.723	             	         	         	  -5.997720	   8.015960	326.798976	-32.896410	         	
     348	000308244519_01_03	0.065	   220	  0.819	1386.18	  0.457	 3	308244519	       	 8857.47	  6.298	   121.423767	         	 2.236360	  27.270900	  19.136400	 51.549056	-41.636929	 2.594060	 0.128115
     349	000206385554_03_04	0.065	  1460	  0.409	1410.96	  0.570	 4	206385554	       	 7033.00	  9.173	   220.811800	 4.143090	 1.551280	  -9.587850	  13.376200	 54.519580	-48.815679	 1.749900	 0.289501
     350	000200440175_01_04	0.064	  4400	  2.000	1411.64	  1.826	 4	200440175	       	 6880.00	 11.807	             	         	         	   6.149290	   5.989660	 70.985398	-43.088680	         	
     351	000219335256_01_01	0.064	  2510	  3.932	1326.11	  0.832	 1	219335256	       	 5119.00	 10.434	   114.291481	 4.538340	 0.861433	  16.382400	  85.730300	354.040527	-55.823390	 0.827284	 1.521450
     352	000031528507_00_04	0.064	   820	  7.919	1417.10	 13.357	 4	 31528507	       	 6091.00	  9.245	   131.418442	 4.282060	 1.142720	  93.444300	  -2.129790	 89.513616	-67.680221	 1.279840	 0.545096
     353	000294273900_03_03	0.064	     0	  0.500	1385.95	  0.236	 3	294273900	       	 6770.00	  8.868	   157.449371	 4.116420	 1.450530	 -19.985300	  29.735900	108.710955	-59.267834	 1.744880	 0.273042
     354	000166869904_00_04	0.064	 22100	  7.095	1417.49	 15.252	 4	166869904	       	 3204.00	 11.759	    41.426120	 5.016820	 0.220000	-125.120000	  41.610000	 59.102600	-31.193900	 0.241000	15.717100
     355	000231058925_01_99	0.063	 24060	  2.832	1354.28	  0.369	99	231058925	       	 2912.00	 13.133	             	         	         	           	           	 30.777441	-55.761688	         	
     356	000370041241_04_99	0.063	    50	  0.408	1325.59	  0.329	99	370041241	       	 7250.00	  6.688	    99.132370	 3.902510	 1.631190	  62.052200	  29.042100	 65.982803	-66.737144	 2.367060	 0.122992
     357	000160081043_01_02	0.063	 82360	  2.586	1354.40	  0.769	 2	160081043	       	 7811.00	 12.909	  1674.170000	 4.112470	 1.854170	 -12.003500	   0.769122	352.053147	-39.923272	 1.981760	 0.238229
     358	000117515123_01_01	0.063	534480	  0.500	1325.34	  0.260	 1	117515123	       	 4857.00	 10.252	   128.552933	         	         	 -60.766500	   9.424980	339.851656	-46.875572	         	
     359	000279674387_01_01	0.062	   170	  0.634	1325.46	  0.216	 1	279674387	       	 7190.00	  6.931	   107.911980	 3.911040	 1.608930	  83.052500	  27.337000	 50.144846	-65.785864	 2.327880	 0.127543
     360	000167339584_00_99	0.062	    80	  1.104	1325.59	  0.306	99	167339584	       	 3884.00	  8.307	             	         	         	  -7.741010	  -4.163210	 98.540755	-68.476923	         	
     361	000284196481_01_99	0.061	   170	  2.866	1325.36	  0.665	99	284196481	       	 8650.00	  7.744	   217.803009	 3.986560	 2.163750	 -12.497900	  -1.165390	105.792633	-70.541634	 2.474780	 0.142757
     362	000160064321_00_01	0.060	 10350	  4.142	1328.10	 23.943	 1	160064321	       	 6770.00	  9.638	   202.550491	 4.325750	 1.450530	   2.565940	 -11.509600	340.089066	-37.350941	 1.371210	 0.562620
     363	000425975034_01_99	0.059	   490	  0.882	1325.51	  0.372	99	425975034	 -0.462	 5970.12	  9.882	   149.104187	 4.017800	 1.125580	 -46.463900	 -36.715000	 17.670864	-60.321760	 1.103020	 0.838738
     364	000031817985_00_03	0.059	  2030	  3.282	1390.21	 12.476	 3	 31817985	 -0.092	 6091.71	  9.966	   197.418549	 4.077400	 1.223280	  36.685600	  26.973700	 51.980587	-67.990207	 1.423390	 0.424184
     365	000038937420_01_01	0.059	  3560	  1.129	1325.39	  0.234	 1	 38937420	       	 7217.00	  8.081	   257.573975	         	 1.634930	   7.258890	  -3.738810	 10.192323	-68.186430	 3.256240	 0.047353
     366	000101101415_01_04	0.059	   600	  0.480	1410.96	  0.253	 4	101101415	       	 7502.00	  8.005	   187.671280	 3.959700	 1.728860	  -3.526740	  -8.924920	 57.745495	-44.071251	 2.281630	 0.145554
     367	000158582802_01_02	0.059	 29890	  8.537	1355.91	  2.161	 2	158582802	       	 5002.00	 10.201	   100.514000	 4.493960	 0.829257	 -45.280000	 -19.980000	 21.858123	-49.473392	 0.854236	 1.330320
     368	000150187916_02_03	0.059	   820	  0.772	1386.06	  1.117	 3	150187916	       	 6178.60	  7.787	    87.663160	         	 1.141890	  79.394100	  34.542400	 93.714120	-62.283981	 1.633680	 0.261893
     369	000237342298_01_03	0.058	  1880	  4.567	1387.65	  2.696	 3	237342298	       	 6055.00	 11.726	   436.359000	 4.294780	 1.127986	  12.701200	   6.667420	 60.237016	-51.124287	 1.253070	 0.573299
     370	000155989956_00_02	0.058	 12390	  9.440	1361.78	 17.860	 2	155989956	 -0.390	 6413.10	  9.732	   211.261500	 4.210000	 1.279620	 -15.239600	  14.717000	  7.405827	-53.536042	 1.467280	 0.405081
     371	000277298771_00_99	0.058	 10500	  2.326	1349.96	 53.750	99	277298771	       	 4726.00	 10.243	             	 4.529710	 0.757258	 106.161000	  63.840200	 84.567290	-69.392268	 0.783392	 1.575090
     372	000277298771_03_99	0.058	  5180	  2.775	1350.21	 43.594	99	277298771	       	 4726.00	 10.243	             	 4.529710	 0.757258	 106.161000	  63.840200	 84.567290	-69.392268	 0.783392	 1.575090
     373	000115692339_02_02	0.057	   380	  1.014	1366.32	 13.464	 2	115692339	       	        	  3.673	   127.226463	         	         	 -41.000000	 136.000000	  7.110550	-39.915036	         	
     374	000201789285_01_03	0.057	 34100	  0.554	1386.04	  0.303	 3	201789285	       	        	 14.057	             	         	         	           	           	 33.888688	-56.454884	         	
     375	000262885414_01_99	0.057	    70	  1.058	1325.55	  0.388	99	262885414	       	 7907.00	  6.573	   102.124077	         	 1.802440	  15.556100	  48.882400	 53.603402	-65.764214	 2.379760	 0.133740
     376	000121134517_01_04	0.056	   860	  1.000	1411.11	  0.335	 4	121134517	       	 6087.00	 10.270	   245.180069	 4.160290	 1.141060	 -11.966400	 -24.040000	 58.000859	-21.930098	 1.471380	 0.358207
     377	000287773752_01_02	0.055	   170	  0.678	1354.17	  0.204	 2	287773752	       	 7687.00	  6.736	   171.456482	 3.574950	 1.803660	  44.273600	 -25.167700	127.223411	-72.081764	 3.629250	 0.037732
     378	000040061078_01_03	0.055	   330	  4.850	1390.17	 12.643	 3	 40061078	       	 2720.00	  3.622	   112.739571	         	         	 -16.000000	  40.000000	  7.002261	-11.658841	         	
     379	000034040424_00_02	0.055	 61990	  6.970	1361.91	 10.704	 2	 34040424	       	 5678.00	 10.215	   140.579361	 4.478330	 1.009620	  -4.315690	  82.015000	358.817366	-27.861550	 0.959681	 1.142290
     380	000150187916_05_99	0.054	   870	  0.613	1325.79	  1.116	99	150187916	       	 6178.60	  7.787	    87.663160	         	 1.141890	  79.394100	  34.542400	 93.714120	-62.283981	 1.633680	 0.261893
     381	000077350951_01_04	0.054	  3900	  1.373	1411.23	  0.419	 4	 77350951	       	 3074.00	 12.783	             	         	         	           	           	 72.002716	-38.360233	         	
     382	000349153143_04_99	0.054	   160	  0.674	1325.33	  0.240	99	349153143	       	 7832.00	  8.437	   195.127380	 4.087510	 1.862700	  21.441500	 -26.423600	108.330386	-60.058395	 2.044240	 0.218046
     383	000167245303_00_04	0.053	   730	  7.497	1417.07	 13.374	 4	167245303	 -0.390	 5665.90	  9.361	   171.439255	 4.000000	 1.132430	  61.365800	 -24.365800	 97.431393	-66.636426	 1.954520	 0.151667
     384	000220026229_00_04	0.053	  1030	  6.190	1417.08	 13.505	 4	220026229	 -0.090	 5558.10	 10.473	   167.597500	 4.690000	 0.974915	  -0.526056	   0.594290	 78.780683	-47.138302	 1.051130	 0.839455
     385	000391887390_07_99	0.053	 71560	  0.422	1347.36	 30.809	99	391887390	       	 5456.00	  9.530	    85.192650	 4.531620	 0.953131	  25.388500	 -24.880000	 82.678155	-70.919694	 0.876963	 1.413220
     386	000231831964_01_99	0.053	    80	  0.438	1325.38	  0.241	99	231831964	       	 7946.00	  7.708	   258.219800	 3.677620	 1.908720	   8.156640	  32.515900	 23.934931	-60.966576	 3.317240	 0.052289
     387	000348900258_00_01	0.052	   320	  0.464	1325.46	  0.259	 1	348900258	       	 7328.00	  9.284	   243.111755	 4.183330	 1.660670	  24.664200	  -0.926538	106.437880	-60.573196	 1.728590	 0.321520
     388	000229092618_00_99	0.051	  1100	  1.672	1358.14	 44.713	99	229092618	       	 5160.00	  9.941	   101.620000	 4.467650	 0.872763	 -42.400000	 -17.530000	 18.773515	-44.270681	 0.903315	 1.184070
     389	000348900258_05_99	0.051	   230	  0.376	1325.46	  0.259	99	348900258	       	 7328.00	  9.284	   243.111755	 4.183330	 1.660670	  24.664200	  -0.926538	106.437880	-60.573196	 1.728590	 0.321520
     390	000055652785_04_99	0.051	 24530	  9.517	1335.58	 66.951	99	 55652785	 -0.539	 6369.82	 10.106	   220.206000	 4.294410	 1.110616	 -11.909900	  -4.900510	 74.025427	-63.002178	 1.249590	 0.569195
     391	000149444545_00_04	0.051	  1320	  0.667	1410.91	  0.211	 4	149444545	       	 7377.00	 10.310	   351.695800	 4.292010	 1.679560	  11.270500	   0.331334	 84.822550	-63.727700	 1.533930	 0.465349
     392	000024695725_01_01	0.051	 59350	  0.500	1325.48	  0.237	 1	 24695725	       	 4813.00	 16.013	             	         	         	  17.511800	  46.609200	 25.251600	-67.890933	         	
     393	000044790502_01_04	0.051	 16750	  0.451	1411.53	  0.639	 4	 44790502	       	 6935.00	  9.972	   325.381744	 4.104170	 1.514820	 -17.752000	 -18.126900	 61.653111	-27.668765	 1.808470	 0.256110
     394	000214517366_00_01	0.050	 37440	  4.018	1330.96	 20.970	 1	214517366	       	 4558.00	 10.400	    85.564620	 4.478910	 0.718781	-154.864000	 -27.300300	340.440272	-38.483191	 0.809202	 1.356520
     395	000260352096_03_99	0.050	 13370	 12.446	1325.54	  1.563	99	260352096	       	 3896.00	 14.712	             	         	         	  15.560300	  -0.513032	 94.789207	-56.946842	         	
     396	000141607553_01_99	0.050	  1620	  4.965	1348.49	 54.178	99	141607553	 -0.146	 5993.82	  9.795	   136.527344	 4.393900	 1.157530	 -23.963000	 -10.487800	 88.715946	-73.288436	 1.070360	 0.943936
     397	000420033945_01_04	0.050	 11370	  3.613	1411.02	  0.301	 4	420033945	       	 3232.00	 13.101	    81.581986	 4.999830	 0.235000	 -24.420000	  24.750000	 35.943200	  6.036300	 0.254000	14.340600
     398	000261105201_00_02	0.049	 20910	  2.910	1354.23	  0.478	 2	261105201	       	 6342.00	  8.309	   227.326050	 3.479130	 1.256280	  66.287500	   3.959750	 82.827401	-79.008764	 3.382150	 0.032472
     399	000219335256_00_01	0.049	   870	  1.632	1325.49	  0.274	 1	219335256	       	 5119.00	 10.434	   114.291481	 4.538340	 0.861433	  16.382400	  85.730300	354.040527	-55.823390	 0.827284	 1.521450
     400	000349375972_05_99	0.049	   320	  0.459	1325.32	  0.244	99	349375972	       	 7376.00	  8.676	   229.805634	 3.922470	 1.679180	  23.468400	 -14.265600	110.218195	-63.754810	 2.347090	 0.129870
     401	000041483281_01_01	0.048	  1000	  0.687	1325.51	  0.232	 1	 41483281	       	 7039.00	 10.240	   287.406400	 4.365100	 1.553490	  -4.654380	  -1.191630	 93.550850	-70.198893	 1.356180	 0.622811
     402	000140205777_00_04	0.048	 37890	 10.853	1413.62	 17.896	 4	140205777	       	 2923.00	 12.364	             	         	         	  -7.761100	  65.708600	 59.067711	-39.256085	         	
     403	000167205241_03_99	0.048	    80	  1.232	1325.35	  0.276	99	167205241	       	 8368.00	  8.004	   455.340100	 3.333700	 2.068540	  20.024000	  -1.188050	 97.348750	-71.506563	 5.156290	 0.207715
     404	000231828370_02_01	0.048	   710	  1.840	1325.63	  0.686	 1	231828370	       	 5759.00	  9.043	    89.362700	 4.348860	 1.030626	  -4.151050	  24.580300	 23.020541	-63.049553	 1.125480	 0.722924
     405	000340782794_01_02	0.047	395520	  0.500	1354.39	  0.380	 2	340782794	       	 5730.00	  9.814	   209.826523	 3.995360	 1.022960	  22.941600	  -3.124630	 19.158631	-39.708675	 1.684480	 0.214023
     406	000141484981_01_02	0.046	   250	  1.217	1354.38	  0.337	 2	141484981	       	 8130.00	  9.122	   216.195435	 4.363430	 1.980990	   5.169500	  -1.902270	 87.292704	-73.616033	 1.534410	 0.548350
     407	000177255827_01_03	0.046	  4390	  3.792	1387.88	 16.765	 3	177255827	       	 4448.00	 10.690	    67.107800	 4.558680	 0.696858	  82.562400	  23.829500	101.677297	-77.000640	 0.726853	 1.814700
     408	000260370454_02_04	0.046	     0	  0.500	1410.97	  0.398	 4	260370454	       	 6695.00	  9.486	   398.070038	 3.617540	 1.419420	  32.161000	   5.966630	 95.250829	-54.549113	 3.065490	 0.049273
     409	000153077621_00_04	0.046	  8670	  2.284	1414.22	 18.083	 4	153077621	       	 3321.00	  9.441	    78.960625	 4.953730	 0.287000	   6.157270	 -47.841900	 49.660200	-42.642400	 0.296000	11.066400
     410	000423387084_01_04	0.045	  8680	  1.163	1411.03	  0.741	 4	423387084	       	 6550.00	 10.634	   528.932000	 3.799430	 1.354810	 -20.168500	   5.698110	 29.026229	 -0.738935	 2.429060	 0.094529
     411	000055369219_01_03	0.045	  2590	  5.202	1392.72	 11.929	 3	 55369219	       	 6725.00	  9.240	   309.690300	 3.792830	 1.432040	   6.171130	   4.753460	 77.508496	-61.599714	 2.516390	 0.089871
     412	000167602738_01_99	0.045	   380	  1.250	1325.64	  0.353	99	167602738	       	 6856.00	  9.755	   246.124054	 4.204310	 1.484630	  -8.224800	  12.026000	101.845414	-61.215029	 1.595390	 0.365610
     413	000064071894_00_04	0.044	  1270	  2.175	1414.16	 17.530	 4	 64071894	       	 5164.00	  9.595	    75.975780	 4.537100	 0.873868	  27.945300	 111.929000	 39.135794	-22.245123	 0.834429	 1.504100
     414	000055298910_05_99	0.044	   250	  2.692	1348.55	 41.650	99	 55298910	       	 3395.00	  3.106	   192.307700	         	         	 -45.000000	  13.000000	 76.891767	-63.399724	         	
     415	000260160453_01_99	0.044	    80	  4.147	1326.35	  1.188	99	260160453	       	 6513.10	  7.585	    94.547450	         	 1.352500	 113.681000	   5.902840	 92.708146	-59.800584	 1.752100	 0.251455
     416	000029781292_00_01	0.044	   400	  4.024	1337.11	 11.829	 1	 29781292	       	 6321.00	  8.932	   135.687271	 4.224360	 1.246320	 -10.347700	  22.185600	 65.238019	-68.102664	 1.428400	 0.427642
     417	000231744905_01_99	0.044	   200	  1.979	1325.76	  0.736	99	231744905	       	 7381.00	 10.308	   330.058380	 4.375300	 1.681120	  11.740200	   3.413650	 78.322924	-67.928772	 1.394320	 0.620171
     418	000150361616_00_04	0.044	   690	  7.381	1417.09	 13.351	 4	150361616	  0.265	 5894.98	  9.908	   375.653259	 3.756470	 1.107720	  16.149800	 -13.723100	 96.302636	-64.055194	 2.829890	 0.048879
     419	000220557560_00_02	0.044	 14880	  2.664	1358.71	 12.134	 2	220557560	       	 3170.00	 11.907	             	         	         	           	           	 44.361777	-63.691494	         	
     420	000219989191_00_99	0.044	  3090	 10.970	1365.30	 12.000	99	219989191	       	 4718.00	  9.988	             	         	         	           	           	 30.473819	-52.581421	         	
     421	000266770712_02_03	0.044	 15670	  1.172	1386.30	  0.790	 3	266770712	       	 6772.00	 10.438	   347.596000	 4.190210	 1.451344	  -8.879150	   9.995400	 30.050187	-18.207772	 1.603220	 0.352199
     422	000387586260_01_04	0.044	     0	  0.500	1411.30	  0.441	 4	387586260	       	 6969.00	 10.042	   314.768000	 4.171340	 1.527564	 -11.871700	  -2.914690	 44.412586	  7.178762	 1.680900	 0.321643
     423	000220432563_00_01	0.043	 10360	  2.640	1335.16	 14.766	 1	220432563	       	 3289.00	 11.265	             	         	         	  70.313400	  96.817300	 73.432484	-58.606877	         	
     424	000348898049_00_99	0.043	 12900	  4.713	1342.82	 46.129	99	348898049	 -0.112	 5225.91	 10.636	    96.601900	 4.692770	 0.843917	 -55.802900	 -30.679700	106.060545	-62.902200	 0.686533	 2.608040
     425	000279649049_00_03	0.043	   490	  2.029	1390.19	 12.557	 3	279649049	 -0.236	 5866.40	  4.800	    13.759700	 4.466060	 1.010776	 647.000000	1331.000000	 49.553423	-62.506401	 0.972524	 1.098890
     426	000308537791_01_01	0.043	   480	  1.208	1325.54	  0.270	 1	308537791	       	 9540.00	  8.327	   399.522800	 3.832670	 2.428510	  11.398800	  -4.534410	120.923516	-60.907532	 3.130030	 0.079194
     427	000260506296_00_02	0.043	 30940	  8.114	1358.14	 15.005	 2	260506296	       	 3133.00	 13.696	             	         	         	  76.671400	 -18.365400	 96.750241	-56.367823	         	
     428	000266769521_00_03	0.043	290440	  0.500	1386.16	  0.268	 3	266769521	       	 6659.00	  7.037	    50.054600	         	         	  34.670000	  92.620000	 29.750845	-22.918490	         	
     429	000167692429_03_99	0.043	105290	  9.166	1335.33	 10.260	99	167692429	 -0.310	 6473.90	 10.465	   323.753000	 4.410310	 1.160622	  17.632800	  -0.137901	102.716026	-63.431094	 1.115410	 0.836356
     430	000231061733_01_02	0.043	  1150	  5.202	1354.40	  2.398	 2	231061733	       	 7673.00	  8.802	   378.270050	 3.706930	 1.797960	  18.247200	   8.610650	 31.250497	-57.373393	 3.112710	 0.059616
     431	000032284829_01_03	0.043	346700	  0.500	1386.14	  0.464	 3	 32284829	       	 5019.00	 10.500	   261.925781	 3.801400	 0.833902	 -28.028100	  21.539000	 24.297568	-34.988595	 1.901400	 0.121309
     432	000030311749_00_99	0.043	  1220	  2.950	1349.22	 53.469	99	 30311749	 -0.160	 5469.31	  9.786	   121.125053	 4.500710	 0.906612	 -17.404800	   2.500780	 73.895218	-66.256888	 1.012020	 0.874690
     433	000167692429_01_99	0.043	104140	  9.143	1335.33	 10.260	99	167692429	 -0.310	 6473.90	 10.465	   323.753000	 4.410310	 1.160622	  17.632800	  -0.137901	102.716026	-63.431094	 1.115410	 0.836356
     434	000279741379_00_04	0.043	  2470	  4.409	1412.28	 21.270	 4	279741379	  0.003	 4628.53	  6.953	             	 4.322390	 0.716460	-247.381000	 355.263000	 51.746760	-63.499154	 0.739077	 1.774690
     435	000220474209_01_02	0.043	 22720	  2.125	1354.32	  0.980	 2	220474209	       	 5843.00	 10.280	   189.208000	 4.333250	 1.054176	  58.330000	  23.830000	 75.384904	-59.512800	 1.158900	 0.677286
     436	000279949020_00_03	0.043	159420	  5.725	1393.87	  8.837	 3	279949020	 -0.800	 5860.00	  8.790	   175.226791	 3.510000	 1.160980	  11.066600	  11.763300	 40.391942	-59.985363	 2.305060	 0.094793
     437	000150166721_04_99	0.043	  2220	  0.587	1325.38	  0.486	99	150166721	       	 6368.00	  9.040	   472.136719	 3.206360	 1.268650	  33.285200	 -14.038400	 93.504815	-61.473226	 4.733280	 0.451380
     438	000339890862_01_03	0.042	   140	  1.543	1386.36	  0.446	 3	339890862	       	        	  5.552	   219.553482	         	         	   4.105230	   0.609982	112.047513	-58.072838	         	
     439	000024225890_00_03	0.042	  1350	  3.615	1390.27	 12.530	 3	 24225890	       	 7163.00	  9.717	   410.338776	 3.885170	 1.598990	  -4.185910	 -12.999600	 14.913734	-11.933693	 2.390840	 0.117002
     440	000332910986_01_04	0.042	     0	  0.500	1411.11	  0.322	 4	332910986	       	 7143.00	 10.481	             	 4.157050	 1.591649	   5.852530	 -17.646100	 35.059518	 -2.867387	 1.744260	 0.299926
     441	000167692429_01_04	0.042	112250	  9.262	1417.41	 10.260	 4	167692429	 -0.310	 6473.90	 10.465	   323.753000	 4.410310	 1.160622	  17.632800	  -0.137901	102.716026	-63.431094	 1.115410	 0.836356
     442	000382258517_01_99	0.042	  3520	  3.179	1327.78	 73.064	99	382258517	       	 3422.00	  9.412	    22.370722	 4.678820	 0.622000	 645.450000	  47.240000	 82.577500	-53.980100	 0.598000	 2.908620
     443	000150187916_06_99	0.042	   460	  0.799	1325.32	  1.116	99	150187916	       	 6178.60	  7.787	    87.663160	         	 1.141890	  79.394100	  34.542400	 93.714120	-62.283981	 1.633680	 0.261893
     444	000150166721_01_03	0.042	  3170	  0.506	1386.41	  0.486	 3	150166721	       	 6368.00	  9.040	   472.136719	 3.206360	 1.268650	  33.285200	 -14.038400	 93.504815	-61.473226	 4.733280	 0.451380
     445	000220569051_01_03	0.042	  7980	  3.954	1388.66	  2.779	 3	220569051	       	 6621.00	 11.127	             	         	         	   0.521691	   3.740970	 46.367658	-60.362743	         	
     446	000279314488_01_01	0.042	 13970	  3.361	1325.50	  1.833	 1	279314488	       	 6434.00	 10.505	   608.220200	 3.596070	 1.300140	 -11.269400	   2.041900	331.680506	-43.732933	 3.007270	 0.047805
     447	000023221002_01_04	0.042	411290	  1.000	1411.03	  0.445	 4	 23221002	       	 5885.00	 10.236	   194.585000	         	         	  -2.000000	  24.000000	 47.469727	 -6.892705	         	
     448	000349832824_01_04	0.042	 37420	  2.623	1411.79	  1.041	 4	349832824	 -0.672	 6180.43	 10.228	   168.534000	 4.396320	 1.001818	  16.400000	   2.900000	113.647604	-64.944710	 1.058750	 0.844139
     449	000214912513_03_01	0.042	 13520	  4.506	1326.10	 22.854	 1	214912513	       	 4192.00	  8.010	   480.585200	 1.724210	 0.655857	  -1.538170	  12.785000	342.048238	-38.047516	18.146400	 2.068660
     450	000350443417_01_04	0.042	 49800	  2.890	1411.27	  1.217	 4	350443417	       	 8005.00	  9.001	   192.943390	 4.418590	 1.932230	  16.035500	  11.270300	 85.304665	-57.441176	 1.422160	 0.671759
     451	000350443417_01_03	0.042	 50110	  2.891	1386.94	  1.217	 3	350443417	       	 8005.00	  9.001	   192.943390	 4.418590	 1.932230	  16.035500	  11.270300	 85.304665	-57.441176	 1.422160	 0.671759
     452	000179244391_01_04	0.042	395560	  0.500	1411.17	  0.285	 4	179244391	       	 4759.00	 10.186	   124.356995	         	         	  53.029000	 100.807000	 79.635536	-68.225792	         	
     453	000350443417_01_01	0.042	 50300	  2.885	1326.10	  1.217	 1	350443417	       	 8005.00	  9.001	   192.943390	 4.418590	 1.932230	  16.035500	  11.270300	 85.304665	-57.441176	 1.422160	 0.671759
     454	000220432563_00_99	0.042	  9930	  6.215	1349.91	 50.496	99	220432563	       	 3289.00	 11.265	             	         	         	  70.313400	  96.817300	 73.432484	-58.606877	         	
