#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-03-12T09:08:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e694b4935b2	
#INFO	-out.max=unlimited	
#INFO	queryParameters=30	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/633/A53&tab:{J/A+A/633/A53/tceclass}&key:source=J/A+A/633/A53&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/633/A53/tceclass
#-order=I
#-out=recno
#-out=Name
#-out=Pplavall
#-out=Tdepth
#-out=Tdur
#-out=Tepoch
#-out=Tperiod
#-out=Sector
#-out=TIC
#-out=[M/H]
#-out=Teff
#-out=Tmag
#-out=Dist
#-out=logg
#-out=Mass
#-out=pmDE
#-out=pmRA*
#-out=RAJ2000
#-out=DEJ2000
#-out=rad
#-out=rho
#

#RESOURCE=yCat_36330053
#Name: J/A+A/633/A53
#Title: TESS planet candidates classification (Osborn+, 2020)
#Table	J_A_A_633_A53_tceclass:
#Name: J/A+A/633/A53/tceclass
#Title: Class probability estimates for each Threshold Crossing Event (TCE) (Tables A1 and A2)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(A18)	Unique Threshold Crossing Event (TCE) identifier, in the form TID_ndet_sector (IDTCE)	[ucd=meta.id;instr.sensitivity]
#Column	Pplavall	(F5.3)	Planet class probability (mean average over all 2-,3- & 4-class models) (pl_av_all)	[ucd=stat.fit.goodness]
#Column	Tdepth	(I6)	TCE Depth (TDEPTH)	[ucd=phot.flux.density;arith.ratio]
#Column	Tdur	(F7.3)	TCE Duration (TDUR)	[ucd=time.duration]
#Column	Tepoch	(F7.3)	Epoch of first transit (BJD-2454833.0) (TEPOCH)	[ucd=time.epoch]
#Column	Tperiod	(F7.3)	TCE Period (TPERIOD)	[ucd=time.period]
#Column	Sector	(I2)	TESS sector (1-4, 99=multi-sector) (sector)	[ucd=meta.code]
#Column	TIC	(I9)	Tess ID (from Tess input catalogue) (TID)	[ucd=meta.id]
#Column	[M/H]	(F7.3)	? Target star Metallicity (MH)	[ucd=meta.id;meta.main]
#Column	Teff	(F8.2)	? Target star effective surface temperature (Teff)	[ucd=meta.id]
#Column	Tmag	(F7.3)	Target star Tess magnitude (Tmag)	[ucd=phot.mag;em.opt]
#Column	Dist	(F13.6)	? Target star distance (d)	[ucd=pos.distance]
#Column	logg	(F9.6)	? Target star log surface gravity (logg)	[ucd=meta.id]
#Column	Mass	(F9.6)	? Target star mass in solar masses (mass)	[ucd=meta.id]
#Column	pmDE	(F11.6)	? Target star proper motion in declination (pmDEC)	[ucd=pos.pm;pos.eq.dec]
#Column	pmRA*	(F11.6)	? Target star proper motion in RA, pmRA*cosDE (pmRA)	[ucd=pos.pm;pos.eq.ra]
#Column	RAJ2000	(F10.6)	Target star right ascension (J2000) (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Target star declination (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	rad	(F9.6)	? Target star radii in solar radius (rad)	[ucd=meta.id]
#Column	rho	(F9.6)	? Target star density scaled to solar density (rho)	[ucd=phys.density]
#recno	Name	Pplavall	Tdepth	Tdur	Tepoch	Tperiod	Sector	TIC	[M/H]	Teff	Tmag	Dist	logg	Mass	pmDE	pmRA*	RAJ2000	DEJ2000	rad	rho
# 	 	 	ppm	h	d	d	 	 	[-]	K	mag	pc	[cm/s2]	Msun	mas/yr	mas/yr	deg	deg	Rsun	Sun
#--------	------------------	-----	------	-------	-------	-------	--	---------	-------	--------	-------	-------------	---------	---------	-----------	-----------	----------	----------	---------	---------
     883	000278899461_01_99	0.003	   170	  5.271	1326.57	  1.531	99	278899461	       	 6371.09	  8.055	    77.329350	         	 1.272460	  55.969700	 -54.202200	101.178493	-57.440295	 1.255030	 0.643698
     884	000150429807_00_03	0.003	268280	  5.234	1392.73	  6.897	 3	150429807	       	 5376.00	  9.576	   118.100319	 4.260190	 0.931845	  87.862300	 -20.066900	 97.060957	-62.529042	 1.185200	 0.559717
     885	000179040607_00_04	0.003	  2680	  2.644	1412.19	 16.847	 4	179040607	       	 5350.00	  9.924	   165.235611	 4.074580	 0.924835	 -15.772800	  30.762700	 79.030704	-68.259824	 1.462030	 0.295934
     886	000382420379_02_01	0.003	  1270	  0.676	1332.62	  9.589	 1	382420379	       	        	  2.183	   152.905200	         	         	 -17.700000	  33.400000	335.685212	-45.947887	         	
     887	000165162811_00_04	0.003	 19440	  2.381	1414.42	 15.128	 4	165162811	       	 3029.00	 13.004	             	         	         	  -0.957974	  67.700900	 47.164625	-38.743431	         	
     888	000030631330_00_02	0.003	  1000	  6.000	1355.03	 25.943	 2	 30631330	       	 5951.00	 10.719	   246.481000	 4.313500	 1.088809	  37.200000	  13.900000	 75.199009	-70.497592	 1.204870	 0.622481
     889	000049899562_00_04	0.003	   470	  5.176	1415.03	 18.456	 4	 49899562	 -0.060	 6153.62	  8.055	   104.857086	 4.180000	 1.244900	 -22.198400	 228.366000	 48.843837	 -1.178619	 1.822550	 0.205635
     890	000220433363_01_04	0.003	  6210	  0.782	1413.97	 11.617	 4	220433363	       	 3509.00	  8.591	    17.077219	 4.852430	 0.473000	  75.868500	 126.784000	 73.380000	-55.860300	 0.427000	 6.075440
     891	000272089457_00_99	0.003	   710	  5.009	1348.50	 54.163	99	272089457	       	 3590.00	  8.120	             	         	         	  12.000000	  -0.500000	115.630381	-76.217751	         	
     892	000029837570_03_01	0.003	  2590	  3.292	1326.33	 18.181	 1	 29837570	 -0.320	 5799.10	  9.615	   108.274673	 4.320000	 1.218160	  14.461900	  50.722900	316.332094	-27.079025	 1.068850	 0.997595
     893	000293224065_03_99	0.003	   210	  0.450	1325.48	  0.214	99	293224065	       	 7441.00	  9.594	   291.004059	 4.157120	 1.704630	  -2.587120	   3.445890	 98.260758	-61.042095	 1.804960	 0.289886
     894	000234491752_01_01	0.003	166810	 11.580	1327.67	  3.464	 1	234491752	       	 6473.00	  9.507	   247.134216	 3.998330	 1.318680	  38.435100	  48.605900	  9.305873	-63.820102	 1.905990	 0.190449
     895	000277298771_06_99	0.003	 10290	  2.643	1336.60	 36.002	99	277298771	       	 4726.00	 10.243	             	 4.529710	 0.757258	 106.161000	  63.840200	 84.567290	-69.392268	 0.783392	 1.575090
     896	000032150630_02_03	0.003	 11090	  1.499	1390.03	 14.182	 3	 32150630	       	 4323.00	 11.793	             	 4.571990	 0.675639	  37.421300	  35.834500	 59.244123	-68.626117	 0.704821	 1.929650
     897	000394136141_00_01	0.003	  3690	  1.307	1329.93	 16.574	 1	394136141	       	 3695.00	 10.261	             	         	         	  -7.119290	  57.426800	  4.310119	-70.533942	         	
     898	000279251590_01_03	0.003	  4600	  5.140	1390.18	 12.502	 3	279251590	  0.152	 5747.75	 10.418	   186.636600	 4.401040	 1.188820	  13.246600	 -13.627800	104.023032	-59.284702	 1.296850	 0.545063
     899	000212320049_00_01	0.003	  1840	  1.458	1330.12	 18.032	 1	212320049	       	 5608.00	 10.447	   124.809900	 4.600540	 0.992062	 -71.169700	-102.891000	309.713438	-26.995297	 0.826444	 1.757510
     900	000150166721_01_99	0.003	  1350	  0.570	1325.39	  0.486	99	150166721	       	 6368.00	  9.040	   472.136719	 3.206360	 1.268650	  33.285200	 -14.038400	 93.504815	-61.473226	 4.733280	 0.451380
     901	000197596346_00_01	0.003	  2170	  4.686	1330.77	 17.700	 1	197596346	 -0.470	 5051.30	  9.902	    83.096510	 4.350000	 0.861433	-139.703000	  30.762200	327.075857	-37.553314	 0.802753	 1.665240
     902	000246854127_00_02	0.003	 27170	  1.195	1358.95	  8.924	 2	246854127	       	 3845.00	 11.117	    79.973080	 4.722740	 0.610000	  37.480000	  63.670000	  6.374500	-28.574100	 0.563000	 3.418260
     903	000012932464_00_02	0.003	   780	 16.056	1361.78	 17.112	 2	 12932464	       	 5607.00	  9.829	   308.437300	 3.590020	 0.991812	  -0.004441	  29.655900	345.289678	-24.178846	 2.644970	 0.053600
     904	000149988523_11_99	0.003	   360	  1.968	1335.37	 23.796	99	149988523	       	 3183.00	  3.845	   253.164551	         	         	   7.400000	  16.800000	 90.538948	-60.096804	         	
     905	000007647775_00_04	0.003	  5090	  1.586	1414.18	 16.976	 4	  7647775	       	 3268.00	 11.078	             	         	         	           	           	 64.488234	-38.451077	         	
     906	000350584820_00_04	0.003	  6010	 12.304	1417.26	 17.340	 4	350584820	  0.008	 5669.85	 10.379	   156.000565	 4.610710	 1.018810	  18.181700	  -9.926430	 87.158736	-56.303252	 1.035640	 0.917206
     907	000214912513_01_01	0.003	 27720	  2.522	1325.59	 22.569	 1	214912513	       	 4192.00	  8.010	   480.585200	 1.724210	 0.655857	  -1.538170	  12.785000	342.048238	-38.047516	18.146400	 2.068660
     908	000212289450_00_01	0.003	  3330	  2.417	1330.79	 16.671	 1	212289450	 -0.430	 5525.10	  9.890	   120.657967	 4.050000	 1.071720	   2.698060	  49.375900	309.166501	-26.037148	 1.094770	 0.816794
     909	000197787320_00_04	0.002	  4990	  3.253	1412.24	 16.994	 4	197787320	       	 4045.00	 10.649	             	         	         	   6.707450	  43.140600	 51.062696	-59.020145	         	
     910	000141865875_02_99	0.002	   150	  0.711	1325.31	  0.223	99	141865875	       	 7365.00	  7.672	   115.528404	         	 1.852540	  17.588500	 -14.680400	 93.802432	-77.052317	 1.864860	 0.285646
     911	000260162387_00_04	0.002	 15600	  1.712	1417.21	 18.807	 4	260162387	       	 5591.00	 10.029	   232.510132	 4.084290	 0.987806	 -20.313900	   7.802730	 92.824758	-55.551084	 1.494180	 0.296117
     912	000382069435_01_03	0.002	 30750	  4.083	1390.01	 10.984	 3	382069435	       	 4407.00	 10.278	   358.605621	 2.974070	 0.689475	  -3.243490	   3.470250	 79.656472	-58.053280	 4.350760	 1.851340
     913	000166874846_00_04	0.002	  2040	  2.232	1415.97	 16.074	 4	166874846	       	 5649.00	  8.773	    82.464260	 4.379690	 1.002320	 -52.571400	  14.115000	 59.663646	-31.595055	 1.071200	 0.815445
     914	000250391083_01_04	0.002	  2830	  4.719	1412.29	 18.226	 4	250391083	       	 5139.00	  9.747	    86.361176	 4.484960	 0.866960	 -10.018300	  59.340200	 30.569134	 -5.843048	 0.882542	 1.261230
     915	000177075997_02_04	0.002	   850	  1.304	1415.06	 15.551	 4	177075997	       	11803.00	  5.515	   171.232880	         	         	  26.000000	   3.800000	102.862585	-70.963386	         	
     916	000234334772_05_99	0.002	   160	  2.176	1335.38	 23.785	99	234334772	       	 3134.00	  3.782	   282.485870	         	         	   1.100000	 -20.600000	 36.360305	-66.493965	         	
     917	000419941296_00_04	0.002	 10080	  4.412	1412.73	 16.561	 4	419941296	       	 3949.00	 12.135	   137.611954	 4.690280	 0.658000	 -56.000000	  -4.000000	 30.638100	  0.840400	 0.607000	 2.942120
     918	000257691369_01_03	0.002	  3310	  2.105	1390.28	 12.473	 3	257691369	       	 5276.00	 10.285	   131.410000	 4.445340	 0.904696	           	           	 77.860647	-55.310047	 0.943621	 1.076740
     919	000214913775_01_01	0.002	 13580	  3.623	1332.17	 16.517	 1	214913775	       	 3498.00	  9.918	    33.207355	 4.856190	 0.466000	-232.000000	 740.000000	342.072400	-36.789800	 0.422000	 6.200810
     920	000214772358_01_01	0.002	 25200	  1.878	1326.93	 21.531	 1	214772358	 -1.090	 6426.40	  8.582	   120.719582	 4.140000	 1.321990	  41.506500	  85.114100	341.426486	-38.085906	 1.411510	 0.470085
     921	000166808151_02_02	0.002	  6040	  1.064	1356.53	 14.296	 2	166808151	       	 3437.00	  9.908	             	         	         	   1.852280	  96.931800	 39.215467	-52.051014	         	
     922	000179639066_00_99	0.002	 10280	  3.052	1348.12	 54.632	99	179639066	       	 9375.00	 11.440	             	         	         	  11.500000	  -0.400000	 80.752744	-67.189458	         	
     923	000350765991_02_02	0.002	   390	  0.589	1359.16	  7.030	 2	350765991	       	        	  5.078	   276.243100	         	         	  45.000000	   6.000000	 89.200074	-59.422484	         	
     924	000207174531_01_03	0.002	266110	  0.500	1386.42	  0.625	 3	207174531	       	 6950.00	 10.902	   455.430054	 4.144860	 1.520460	  -4.934000	   5.044360	 46.755102	-56.134594	 1.728900	 0.294215
     925	000149603524_02_99	0.002	  1240	  3.181	1349.31	 55.334	99	149603524	  0.240	 6280.00	  9.716	   171.787949	 4.320920	 1.250000	  25.106900	 -14.794100	 87.139956	-63.988427	 1.280000	 0.596046
     926	000214772353_00_01	0.002	   840	  8.401	1325.66	 12.164	 1	214772353	       	 4936.00	 10.368	   111.567000	 4.503560	 0.811379	           	           	341.518249	-38.230251	 0.835695	 1.390210
     927	000382323697_01_03	0.002	  3130	  2.706	1390.15	 10.892	 3	382323697	       	 5221.00	 11.550	   437.265747	 3.917280	 0.889593	   5.524570	   6.899260	 29.432044	-11.514014	 1.718580	 0.175260
     928	000088416301_00_04	0.002	  2330	  5.007	1415.19	 17.034	 4	 88416301	       	 3834.00	  9.190	    32.639988	 4.726200	 0.604000	 102.437000	 216.890000	 45.902900	-25.592500	 0.558000	 3.476440
     929	000231742782_01_99	0.002	  5050	  2.414	1349.32	 53.436	99	231742782	       	 4922.00	 11.245	   150.426000	 4.505500	 0.807626	           	           	 78.083298	-67.132294	 0.831900	 1.402810
     930	000212957673_00_03	0.002	   250	  2.747	1387.00	 15.799	 3	212957673	       	 6118.00	  4.851	    21.048200	         	 1.154105	 -36.000000	 408.000000	  8.812015	 -3.592890	 1.283780	 0.545472
     931	000031850842_01_01	0.002	 83360	  2.876	1327.61	  2.320	 1	 31850842	       	 5365.00	 10.108	             	         	         	  12.643400	   3.805080	 52.153516	-66.920154	         	
     932	000023170613_00_04	0.002	   580	  2.272	1416.97	 17.243	 4	 23170613	       	 6267.40	  7.670	   115.105927	         	 1.282480	 -71.040300	 -10.836900	 46.617657	 -8.589631	 2.341450	 0.099907
     933	000382575967_01_01	0.002	  8300	  1.622	1332.08	 13.108	 1	382575967	 -0.120	 5534.00	  9.760	   104.945671	 4.510000	 0.916973	  24.188300	  -5.445920	118.222742	-60.786037	 1.187260	 0.547922
     934	000089428764_01_01	0.002	  1010	  6.000	1334.92	 17.279	 1	 89428764	       	 6746.00	  9.909	   266.633179	 4.168730	 1.440730	 -58.967900	 -23.989000	323.038982	-34.714245	 1.637340	 0.328221
     935	000260162387_07_99	0.002	  8330	 15.885	1331.24	 40.704	99	260162387	       	 5591.00	 10.029	   232.510132	 4.084290	 0.987806	 -20.313900	   7.802730	 92.824758	-55.551084	 1.494180	 0.296117
     936	000150320620_03_02	0.002	   290	  2.634	1359.17	 16.599	 2	150320620	       	 3531.00	  4.426	   327.868866	         	         	  16.800000	 -17.200000	 95.756117	-63.683108	         	
     937	000214991065_00_01	0.002	  3480	  3.574	1332.12	 15.436	 1	214991065	       	 4703.00	  8.698	             	 4.553750	 0.751688	-242.311000	  82.750000	342.195107	-36.890722	 0.759204	 1.717760
     938	000003811238_00_03	0.002	  2640	  4.739	1390.23	 12.453	 3	  3811238	       	 5103.00	 10.433	   126.719000	 4.477720	 0.857014	 -28.254100	 -18.372600	  9.989573	 -8.325753	 0.884808	 1.237200
     939	000066533629_00_02	0.002	  6120	  5.611	1358.07	 18.908	 2	 66533629	       	 7499.00	  5.479	    65.061806	         	 2.094340	  12.000000	 132.000000	356.503816	-18.678401	 3.506650	 0.048570
     940	000035664974_01_03	0.002	  9690	  2.707	1389.12	 13.566	 3	 35664974	  0.060	 4460.00	 10.692	   109.910000	 4.620000	 0.684899	 -45.540000	  72.150000	 23.602612	 -2.753686	 0.658740	 2.395980
     941	000268586596_01_03	0.002	  1390	  5.274	1390.17	 12.434	 3	268586596	  0.090	 5037.50	 10.388	   109.192955	 4.370000	 0.803624	 -49.346000	  -1.293870	 15.528640	-23.643476	 0.800196	 1.568430
     942	000052154717_00_02	0.002	  2540	 13.087	1355.82	 23.726	 2	 52154717	       	 5422.00	  9.842	   101.931427	 4.530160	 0.944141	  50.117700	 145.312000	 18.459685	-66.641668	 0.874288	 1.412780
     943	000152573312_00_04	0.002	  3290	  3.116	1414.53	 18.673	 4	152573312	       	 3457.00	 11.059	             	         	         	 100.474000	  98.793400	 64.565818	-42.054359	         	
     944	000382069435_02_02	0.002	 65030	  5.480	1357.27	  5.493	 2	382069435	       	 4407.00	 10.278	   358.605621	 2.974070	 0.689475	  -3.243490	   3.470250	 79.656472	-58.053280	 4.350760	 1.851340
     945	000029900215_00_03	0.002	 15330	  0.791	1391.50	 12.931	 3	 29900215	       	        	 10.296	             	         	         	-200.500000	  40.810000	 24.230417	 -6.793507	         	
     946	000212252042_00_01	0.002	   880	  8.212	1326.39	 19.358	 1	212252042	       	 5746.00	  9.545	    89.731720	 4.585770	 1.027170	 -65.220000	  23.131700	308.543851	-27.373846	 0.855360	 1.641330
     947	000140940493_01_01	0.002	   630	  0.915	1325.51	  0.249	 1	140940493	 -0.024	 5516.25	 10.152	   116.208267	 4.503110	 0.967469	 107.640000	  27.518300	 77.018015	-72.708968	 0.914511	 1.264940
     948	000280793949_01_01	0.002	   130	  1.540	1325.48	  0.502	 1	280793949	       	 9013.97	  5.002	    48.709206	         	 2.220050	 -61.000000	  79.000000	359.396151	-64.298242	 1.861180	 0.344348
     949	000149988523_03_99	0.002	   830	  6.598	1338.42	 23.318	99	149988523	       	 3183.00	  3.845	   253.164551	         	         	   7.400000	  16.800000	 90.538948	-60.096804	         	
     950	000349648786_00_99	0.002	   720	 11.243	1335.06	 14.711	99	349648786	 -0.082	 5523.49	 11.412	   271.798000	 4.574240	 0.938401	  43.038700	  25.144800	112.457857	-65.729065	 0.825960	 1.665370
     951	000277301964_00_03	0.002	  3470	  1.159	1392.74	  9.949	 3	277301964	       	 5397.00	  9.729	    86.060356	 4.601030	 0.937476	   1.784450	  -6.739790	 84.397051	-68.432625	 0.802930	 1.811040
     952	000052382634_00_01	0.002	   870	  1.652	1329.58	 18.011	 1	 52382634	       	 5094.00	  9.539	    88.643230	 4.352440	 0.854529	 -19.689200	  83.412600	 24.197435	-69.541274	 1.020600	 0.803822
     953	000260242234_00_01	0.002	  2690	  4.806	1329.98	 18.481	 1	260242234	       	 5826.00	  9.557	   100.374207	 4.535790	 1.049210	  13.311700	   9.246960	 93.669051	-54.242485	 0.915699	 1.366480
     954	000237324767_01_01	0.002	   260	  0.504	1325.43	  0.210	 1	237324767	       	 7228.00	  7.373	   101.970700	 4.157140	 1.623000	 -48.492700	  28.096200	345.566794	-64.297983	 1.761170	 0.297108
     955	000231020638_00_99	0.002	  1770	  7.636	1364.51	 35.795	99	231020638	       	 3283.00	 11.109	             	         	         	 -24.146600	  94.290500	 27.737039	-58.734231	         	
     956	000167793961_04_99	0.002	   330	  2.996	1325.47	  0.878	99	167793961	       	 6970.00	  9.218	   190.020200	 4.236000	 1.527940	  17.896800	  -2.616860	104.286949	-65.131869	 1.560510	 0.402075
     957	000150187916_03_99	0.002	   340	  1.000	1326.26	  1.116	99	150187916	       	 6178.60	  7.787	    87.663160	         	 1.141890	  79.394100	  34.542400	 93.714120	-62.283981	 1.633680	 0.261893
     958	000382379993_01_04	0.002	   470	 12.619	1414.23	 16.102	 4	382379993	       	 6728.00	  7.311	    93.438320	 4.005740	 1.433290	   1.520120	 -31.908700	 45.029567	 -3.672840	 1.970200	 0.187414
     959	000146725602_00_04	0.002	 48770	  2.738	1416.31	 13.748	 4	146725602	       	 3177.00	 13.994	             	         	         	  -2.501070	  49.464000	 44.756116	-42.539006	         	
     960	000229095890_01_02	0.002	  1290	  2.272	1354.18	  0.226	 2	229095890	       	 4427.00	 11.116	   101.023000	 4.560840	 0.693020	           	           	 19.342480	-47.665924	 0.723044	 1.833370
     961	000025078924_01_02	0.002	 11120	  1.989	1354.45	  0.904	 2	 25078924	       	 5614.00	 10.717	   197.152000	 4.376590	 0.993562	  17.300000	   3.500000	 60.930897	-65.972856	 1.070320	 0.810305
     962	000206385626_00_04	0.002	  1420	  2.000	1416.72	 18.148	 4	206385626	       	 5938.00	  8.776	   156.758700	 3.917030	 1.084310	 -21.418200	 -24.489700	 54.453218	-49.182412	 1.897920	 0.158606
     963	000313934040_01_02	0.002	 30190	  3.220	1355.11	  1.573	 2	313934040	       	 4247.00	 11.214	             	         	         	   2.144140	  29.244700	  0.586157	-29.492716	         	
     964	000287299191_01_03	0.002	  1790	 15.538	1386.48	 17.546	 3	287299191	       	 5703.00	 11.478	   224.628540	 4.601690	 1.015980	  34.441300	 -19.304000	 82.522898	-66.557963	 0.835239	 1.743620
     965	000220567625_02_99	0.002	  1260	  3.278	1330.00	 18.611	99	220567625	       	 6209.74	  7.341	   126.519020	         	 1.176300	  38.948000	 -23.508600	 46.209107	-65.184706	 2.792150	 0.054038
     966	000150162739_01_01	0.002	  1900	  4.599	1330.26	 17.013	 1	150162739	  0.160	 6126.81	 10.268	   473.693420	 3.817330	 1.463000	  16.941000	   4.023270	 93.247404	-65.770251	 3.409620	 0.036908
     967	000038541473_01_04	0.002	  2300	  2.521	1412.47	 18.178	 4	 38541473	 -0.233	 6053.05	 10.781	   245.405000	         	 1.127203	 -21.000000	  13.500000	 56.304548	-10.973384	 1.252130	 0.574185
     968	000278863150_03_99	0.002	 19030	  1.539	1325.42	  0.522	99	278863150	       	 5093.00	 15.365	             	         	         	  18.233400	  -2.653700	100.643070	-58.947025	         	
     969	000167456185_00_03	0.002	  5430	  1.086	1390.55	 12.094	 3	167456185	       	 3319.00	 12.194	    64.674255	 4.955150	 0.286000	  21.000000	 169.230000	 17.483000	-15.174800	 0.295000	11.140400
     970	000355651035_00_02	0.002	   840	 12.500	1356.38	 17.506	 2	355651035	       	 5831.00	 10.641	   458.529100	 3.741210	 1.050660	 -11.793400	  -5.295980	358.599013	-57.940920	 2.287400	 0.087788
     971	000212320065_01_01	0.002	  4400	  0.737	1329.92	  9.649	 1	212320065	       	58450.00	 11.076	  1301.653930	 5.000990	 0.500000	 -10.627700	  -3.971350	309.710442	-26.965071	 0.370000	 9.871080
     972	000025132999_00_04	0.002	  3900	  5.477	1412.72	 19.060	 4	 25132999	       	 4014.00	 10.773	    64.427500	 4.615230	 0.627204	 105.901000	   9.749920	 62.029480	-71.450237	 0.646104	 2.325420
     973	000214517426_00_01	0.002	 45680	  2.596	1328.24	 19.515	 1	214517426	       	 5454.00	  8.730	    85.470100	 4.158170	 0.952605	  48.420000	  79.930000	340.535837	-37.149118	 1.347670	 0.389190
     974	000201248233_00_99	0.002	  2820	  4.127	1325.45	  0.703	99	201248233	       	 3185.00	 13.705	    97.473310	 5.025940	 0.210000	  81.350000	 257.500000	  0.356200	-55.663600	 0.233000	16.601700
     975	000201795667_02_99	0.002	 12600	  1.785	1358.16	 29.068	99	201795667	       	 3195.00	 11.254	             	         	         	 -14.993900	  91.987900	 35.214140	-58.394757	         	
     976	000092630472_00_01	0.002	  1260	  1.854	1329.86	 14.232	 1	 92630472	  0.050	 4522.60	  8.304	   376.582245	 2.240000	 0.707254	 -26.690600	   8.640650	315.921656	-30.721182	 9.838620	 1.749540
     977	000325220989_01_01	0.002	 17310	  4.237	1330.54	 17.420	 1	325220989	       	 3154.00	 11.814	             	         	         	           	           	356.342716	-71.447380	         	
     978	000041364284_01_03	0.002	   160	  2.069	1386.32	  1.010	 3	 41364284	       	 7246.00	  7.688	   127.435623	 4.080610	 1.629700	  66.061000	  -1.889590	 92.839097	-69.760255	 1.927360	 0.227625
     979	000030718811_01_99	0.002	   200	  5.956	1326.68	  1.955	99	 30718811	       	 7234.00	  9.027	   211.290000	 4.150180	 1.625228	   4.200000	 -13.000000	 75.601387	-66.717406	 1.776570	 0.289846
     980	000142015852_00_04	0.002	  3570	  3.615	1413.58	 17.825	 4	142015852	       	 3675.00	 11.387	             	         	         	  46.557000	  12.611600	 96.591652	-75.277902	         	
     981	000304102181_01_02	0.002	   110	  1.162	1354.41	  0.333	 2	304102181	       	 6074.00	  8.685	    93.957880	 4.378480	 1.135690	  29.149600	 -18.805300	 27.900472	-71.910024	 1.141840	 0.762859
     982	000260165093_00_01	0.002	  3480	  2.919	1330.32	 17.799	 1	260165093	       	 5646.00	 10.478	   148.186691	 4.524750	 1.001570	  30.682300	   2.489650	 93.046518	-57.849734	 0.906106	 1.346310
     983	000309791561_00_02	0.002	 21020	  6.537	1356.03	 23.122	 2	309791561	       	 3266.00	 13.734	             	         	         	  54.213800	  18.430400	 80.213932	-61.914709	         	
     984	000170676440_01_04	0.002	     0	  0.500	1411.05	  0.634	 4	170676440	 -0.300	 5914.20	  9.927	   232.026000	 0.150000	         	  -2.400000	   9.700000	 67.353321	-33.576249	         	
     985	000287326187_01_03	0.002	  1930	  2.234	1386.08	  0.863	 3	287326187	       	 4762.00	 11.838	             	         	         	   1.955840	  -3.290170	109.588303	-55.904236	         	
     986	000220538497_00_99	0.002	   390	  2.712	1348.37	 54.427	99	220538497	       	        	  5.497	   196.850000	         	         	  -4.400000	   1.600000	 43.586560	-64.435501	         	
     987	000167304735_01_99	0.002	   310	  0.403	1337.86	 14.354	99	167304735	       	 2875.00	  3.391	   343.642600	         	         	  14.400000	   1.900000	 97.754613	-66.870617	         	
     988	000031945773_01_99	0.002	   270	  2.139	1325.31	  0.297	99	 31945773	       	 5448.00	 10.543	   184.850100	 4.333920	 0.951024	  17.134300	 -18.432600	 54.795284	-69.314913	 1.099890	 0.714733
     989	000167344043_06_99	0.002	  4280	  6.795	1326.34	 53.074	99	167344043	       	 5528.00	  8.500	    72.190020	 4.249390	 0.971844	  37.885000	  18.041600	 98.670976	-69.885098	 1.225510	 0.528015
     990	000179040607_00_03	0.002	  2740	  2.248	1389.88	 12.129	 3	179040607	       	 5350.00	  9.924	   165.235611	 4.074580	 0.924835	 -15.772800	  30.762700	 79.030704	-68.259824	 1.462030	 0.295934
     991	000170698265_00_04	0.002	 20850	  1.036	1412.54	 14.542	 4	170698265	       	 3470.00	 12.546	             	         	         	  23.083600	  -1.873100	 67.693112	-33.067586	         	
     992	000055497281_00_02	0.002	     0	  5.000	1360.71	 14.906	 2	 55497281	       	 6135.00	  7.191	    66.733850	         	 1.142300	 130.940000	  49.702300	 71.717728	-60.603522	 1.604560	 0.276511
     993	000347545091_01_04	0.002	  3540	  1.500	1411.40	  4.389	 4	347545091	       	 4706.00	  9.667	   277.670200	 3.177840	 0.752409	  -4.700110	  -0.100594	 44.840348	  3.275752	 4.338990	 1.592310
     994	000167695122_01_99	0.002	  1700	  4.350	1342.08	 62.558	99	167695122	 -0.104	 6081.98	 10.119	   187.675751	 4.318250	 1.176300	  12.445000	 -13.769000	102.811929	-64.287533	 1.194300	 0.690522
     995	000201293332_00_01	0.002	   730	  2.634	1329.46	 19.932	 1	201293332	       	 4168.00	  8.493	   577.790161	         	 0.652252	 -28.408900	  57.105300	  3.145226	-59.462916	 0.677480	
     996	000268637449_00_03	0.002	  2960	  1.280	1389.56	 12.365	 3	268637449	       	 5754.00	  9.592	   113.564000	 4.349790	 1.029291	 -24.500000	  -1.000000	 16.894911	-18.284942	 1.123530	 0.725740
     997	000176831589_02_04	0.002	  9790	  1.595	1412.28	 21.168	 4	176831589	       	 5854.00	 10.063	   151.376511	 4.409290	 1.057450	  11.047000	  56.972800	 48.950098	-32.798966	 1.063410	 0.879342
     998	000441420236_03_01	0.002	  1430	  1.054	1327.88	 11.193	 1	441420236	       	 3588.00	  6.755	     8.600031	 4.601980	 0.710000	-360.112000	 281.376000	311.289700	-31.340900	 0.698000	 2.087820
